St;Max;St;Anz1
8929;85840;8929;97
8930;13396;8930;48
8931;40192;8931;48
8932;9232;8932;141
8933;26800;8933;141
8934;20104;8934;141
8935;1100608;8935;110
8936;8936;8936;48
8937;85912;8937;97
8938;13408;8938;48
8939;50920;8939;123
8940;11320;8940;48
8941;26824;8941;48
8942;30184;8942;48
8943;619648;8943;154
8944;8944;8944;92
8945;26836;8945;48
8946;86020;8946;97
8947;86020;8947;97
8948;8948;8948;92
8949;26848;8949;92
8950;22660;8950;141
8951;60424;8951;141
8952;17008;8952;92
8953;34000;8953;141
8954;17008;8954;92
8955;76516;8955;97
8956;51028;8956;141
8957;51028;8957;141
8958;153088;8958;141
8959;497176;8959;247
8960;8960;8960;22
8961;26884;8961;48
8962;13444;8962;48
8963;40336;8963;48
8964;8964;8964;48
8965;26896;8965;48
8966;20176;8966;48
8967;60532;8967;141
8968;8968;8968;48
8969;45412;8969;53
8970;13456;8970;48
8971;40372;8971;141
8972;10096;8972;48
8973;26920;8973;48
8974;30292;8974;48
8975;90880;8975;48
8976;8976;8976;48
8977;26932;8977;48
8978;25576;8978;92
8979;40408;8979;92
8980;8980;8980;48
8981;26944;8981;48
8982;138400;8982;185
8983;138400;8983;185
8984;8984;8984;48
8985;138400;8985;185
8986;13480;8986;48
8987;345544;8987;92
8988;15172;8988;79
8989;26968;8989;79
8990;45520;8990;79
8991;136564;8991;141
8992;8992;8992;48
8993;26980;8993;79
8994;13492;8994;48
8995;40480;8995;48
8996;11392;8996;48
8997;26992;8997;48
8998;20248;8998;48
8999;129760;8999;185
9000;9000;9000;48
9001;102544;9001;141
9002;13504;9002;48
9003;40516;9003;79
9004;10132;9004;40
9005;27016;9005;40
9006;30400;9006;40
9007;91204;9007;79
9008;9008;9008;48
9009;27028;9009;40
9010;15208;9010;40
9011;40552;9011;40
9012;9012;9012;48
9013;27040;9013;48
9014;61720;9014;92
9015;61720;9015;92
9016;21688;9016;141
9017;30436;9017;40
9018;21688;9018;141
9019;45664;9019;40
9020;22840;9020;141
9021;27064;9021;141
9022;250504;9022;154
9023;250504;9023;154
9024;9024;9024;22
9025;27076;9025;48
9026;32560;9026;185
9027;40624;9027;185
9028;9028;9028;40
9029;27088;9029;40
9030;20320;9030;40
9031;146500;9031;185
9032;9032;9032;40
9033;45736;9033;48
9034;13552;9034;40
9035;40660;9035;40
9036;10168;9036;40
9037;27112;9037;40
9038;34324;9038;92
9039;91528;9039;92
9040;9040;9040;22
9041;48904;9041;185
9042;77272;9042;185
9043;77272;9043;185
9044;9044;9044;22
9045;27136;9045;22
9046;28996;9046;92
9047;61072;9047;92
9048;9048;9048;40
9049;30544;9049;48
9050;13576;9050;40
9051;69712;9051;92
9052;15280;9052;40
9053;27160;9053;40
9054;45844;9054;40
9055;137536;9055;40
9056;9232;9056;66
9057;58048;9057;79
9058;13588;9058;66
9059;40768;9059;66
9060;9232;9060;66
9061;27184;9061;66
9062;20392;9062;66
9063;392020;9063;92
9064;9232;9064;66
9065;176740;9065;123
9066;13600;9066;66
9067;40804;9067;48
9068;39364;9068;92
9069;39364;9069;92
9070;39364;9070;92
9071;103336;9071;92
9072;9232;9072;66
9073;27220;9073;66
9074;15316;9074;66
9075;40840;9075;66
9076;9232;9076;66
9077;27232;9077;66
9078;1276936;9078;185
9079;1276936;9079;185
9080;14560;9080;66
9081;314656;9081;97
9082;14560;9082;66
9083;118096;9083;92
9084;34504;9084;66
9085;34504;9085;66
9086;1276936;9086;185
9087;1276936;9087;185
9088;9232;9088;110
9089;32776;9089;141
9090;41524;9090;141
9091;41524;9091;141
9092;65608;9092;141
9093;65608;9093;141
9094;65608;9094;141
9095;61396;9095;141
9096;9096;9096;22
9097;560356;9097;123
9098;13648;9098;22
9099;897856;9099;123
9100;10240;9100;22
9101;27304;9101;22
9102;83104;9102;185
9103;92176;9103;185
9104;9104;9104;61
9105;27316;9105;154
9106;23056;9106;154
9107;40984;9107;154
9108;9108;9108;61
9109;27328;9109;61
9110;20500;9110;61
9111;61504;9111;61
9112;9112;9112;61
9113;30760;9113;61
9114;13672;9114;61
9115;103840;9115;154
9116;25972;9116;154
9117;27352;9117;154
9118;46168;9118;154
9119;155824;9119;66
9120;9232;9120;110
9121;27364;9121;61
9122;13684;9122;61
9123;41056;9123;61
9124;17332;9124;154
9125;27376;9125;154
9126;20536;9126;154
9127;69316;9127;154
9128;9232;9128;110
9129;156004;9129;66
9130;13696;9130;110
9131;41092;9131;154
9132;13012;9132;61
9133;27400;9133;61
9134;30832;9134;61
9135;92500;9135;61
9136;9136;9136;35
9137;27412;9137;35
9138;15424;9138;35
9139;41128;9139;35
9140;9140;9140;35
9141;27424;9141;35
9142;34720;9142;61
9143;61720;9143;61
9144;9144;9144;35
9145;30868;9145;66
9146;13720;9146;35
9147;46312;9147;66
9148;250504;9148;123
9149;250504;9149;123
9150;250504;9150;123
9151;593728;9151;92
9152;9232;9152;110
9153;27460;9153;154
9154;26080;9154;154
9155;41200;9155;154
9156;9232;9156;110
9157;27472;9157;110
9158;20608;9158;110
9159;225988;9159;198
9160;9232;9160;154
9161;46384;9161;154
9162;13744;9162;154
9163;41236;9163;35
9164;10312;9164;154
9165;27496;9165;154
9166;223072;9166;92
9167;223072;9167;92
9168;9232;9168;110
9169;27508;9169;154
9170;39184;9170;154
9171;41272;9171;154
9172;9232;9172;110
9173;27520;9173;110
9174;58804;9174;123
9175;61936;9175;123
9176;9176;9176;61
9177;30976;9177;110
9178;13768;9178;61
9179;69712;9179;61
9180;15496;9180;61
9181;27544;9181;61
9182;8153620;9182;172
9183;8153620;9183;172
9184;9184;9184;48
9185;55888;9185;185
9186;13780;9186;110
9187;41344;9187;110
9188;9188;9188;61
9189;27568;9189;61
9190;20680;9190;61
9191;104704;9191;61
9192;9192;9192;48
9193;176740;9193;92
9194;13792;9194;48
9195;78568;9195;154
9196;44224;9196;154
9197;44224;9197;154
9198;44224;9198;154
9199;157192;9199;66
9200;13120;9200;48
9201;27604;9201;48
9202;17476;9202;61
9203;41416;9203;61
9204;13120;9204;48
9205;27616;9205;48
9206;95956;9206;123
9207;95956;9207;123
9208;39364;9208;61
9209;95956;9209;123
9210;39364;9210;61
9211;95956;9211;123
9212;118096;9212;61
9213;118096;9213;61
9214;1276936;9214;154
9215;1276936;9215;154
9216;9216;9216;30
9217;27652;9217;48
9218;13828;9218;48
9219;41488;9219;48
9220;9232;9220;110
9221;27664;9221;110
9222;20752;9222;110
9223;62260;9223;48
9224;9232;9224;154
9225;250504;9225;229
9226;13840;9226;154
9227;41524;9227;110
9228;10384;9228;154
9229;27688;9229;154
9230;31156;9230;92
9231;93472;9231;92
9232;9232;9232;35
9233;27700;9233;154
9234;23380;9234;110
9235;41560;9235;110
9236;9236;9236;35
9237;27712;9237;35
9238;20788;9238;154
9239;62368;9239;154
9240;9240;9240;35
9241;31192;9241;154
9242;13864;9242;35
9243;899584;9243;92
9244;15604;9244;154
9245;27736;9245;154
9246;46816;9246;154
9247;399976;9247;185
9248;9248;9248;35
9249;33352;9249;185
9250;13876;9250;35
9251;41632;9251;35
9252;11716;9252;110
9253;27760;9253;110
9254;20824;9254;110
9255;70288;9255;154
9256;9256;9256;35
9257;975400;9257;260
9258;13888;9258;35
9259;41668;9259;48
9260;10420;9260;110
9261;27784;9261;110
9262;31264;9262;110
9263;93796;9263;141
9264;9264;9264;35
9265;27796;9265;110
9266;15640;9266;110
9267;41704;9267;110
9268;9268;9268;35
9269;27808;9269;35
9270;79216;9270;92
9271;79216;9271;92
9272;9272;9272;61
9273;31300;9273;154
9274;13912;9274;61
9275;46960;9275;154
9276;23488;9276;61
9277;27832;9277;61
9278;70468;9278;92
9279;211408;9279;92
9280;9280;9280;123
9281;27844;9281;61
9282;13924;9282;61
9283;41776;9283;61
9284;9284;9284;35
9285;27856;9285;35
9286;20896;9286;35
9287;225988;9287;167
9288;190996;9288;185
9289;80512;9289;92
9290;190996;9290;185
9291;41812;9291;35
9292;190996;9292;185
9293;190996;9293;185
9294;35296;9294;61
9295;94120;9295;61
9296;9296;9296;123
9297;190996;9297;185
9298;67048;9298;136
9299;67048;9299;136
9300;9300;9300;123
9301;27904;9301;123
9302;20932;9302;35
9303;62800;9303;35
9304;9304;9304;154
9305;31408;9305;92
9306;13960;9306;154
9307;119284;9307;92
9308;15712;9308;154
9309;27928;9309;154
9310;59668;9310;92
9311;141424;9311;92
9312;9312;9312;123
9313;35368;9313;110
9314;13972;9314;154
9315;41920;9315;154
9316;9316;9316;154
9317;27952;9317;154
9318;20968;9318;154
9319;179152;9319;92
9320;9320;9320;123
9321;70792;9321;61
9322;13984;9322;123
9323;41956;9323;61
9324;59776;9324;110
9325;59776;9325;110
9326;59776;9326;110
9327;119536;9327;92
9328;9328;9328;35
9329;27988;9329;123
9330;345544;9330;136
9331;345544;9331;136
9332;9332;9332;35
9333;28000;9333;35
9334;23632;9334;35
9335;63016;9335;35
9336;11824;9336;35
9337;53188;9337;154
9338;14008;9338;35
9339;47284;9339;154
9340;95956;9340;92
9341;95956;9341;92
9342;106432;9342;92
9343;319300;9343;61
9344;9344;9344;123
9345;575728;9345;185
9346;14020;9346;61
9347;42064;9347;61
9348;9348;9348;61
9349;28048;9349;61
9350;21040;9350;61
9351;63124;9351;110
9352;9352;9352;61
9353;269728;9353;185
9354;14032;9354;61
9355;250504;9355;198
9356;10528;9356;61
9357;28072;9357;61
9358;31588;9358;48
9359;94768;9359;48
9360;9360;9360;61
9361;28084;9361;48
9362;23704;9362;48
9363;42136;9363;48
9364;9364;9364;61
9365;28096;9365;61
9366;21076;9366;61
9367;63232;9367;61
9368;9368;9368;61
9369;31624;9369;61
9370;14056;9370;61
9371;144340;9371;185
9372;17800;9372;154
9373;28120;9373;154
9374;47464;9374;154
9375;360448;9375;48
9376;9376;9376;123
9377;60100;9377;110
9378;14068;9378;154
9379;42208;9379;154
9380;26728;9380;154
9381;28144;9381;154
9382;26728;9382;154
9383;120256;9383;110
9384;9384;9384;123
9385;240568;9385;84
9386;14080;9386;123
9387;42244;9387;61
9388;14308;9388;110
9389;28168;9389;110
9390;31696;9390;110
9391;95092;9391;61
9392;9392;9392;123
9393;28180;9393;110
9394;15856;9394;110
9395;42280;9395;110
9396;9396;9396;123
9397;28192;9397;123
9398;67768;9398;84
9399;67768;9399;84
9400;9400;9400;123
9401;50848;9401;61
9402;14104;9402;123
9403;135592;9403;61
9404;23812;9404;61
9405;28216;9405;61
9406;71440;9406;61
9407;214324;9407;110
9408;9408;9408;123
9409;28228;9409;61
9410;17872;9410;61
9411;42352;9411;61
9412;9412;9412;35
9413;28240;9413;35
9414;21184;9414;35
9415;63556;9415;61
9416;9416;9416;35
9417;47680;9417;105
9418;14128;9418;35
9419;42388;9419;105
9420;10600;9420;35
9421;28264;9421;35
9422;80512;9422;61
9423;95416;9423;61
9424;9424;9424;123
9425;28276;9425;154
9426;35800;9426;154
9427;42424;9427;154
9428;9428;9428;123
9429;28288;9429;123
9430;21220;9430;105
9431;63664;9431;105
9432;13444;9432;61
9433;31840;9433;35
9434;14152;9434;61
9435;71656;9435;154
9436;15928;9436;61
9437;28312;9437;61
9438;53764;9438;105
9439;143368;9439;105
9440;9440;9440;61
9441;121012;9441;105
9442;14164;9442;123
9443;42496;9443;123
9444;10096;9444;61
9445;28336;9445;61
9446;21256;9446;61
9447;107620;9447;154
9448;9448;9448;61
9449;71764;9449;61
9450;14176;9450;61
9451;60568;9451;154
9452;11968;9452;61
9453;28360;9453;61
9454;31912;9454;61
9455;817936;9455;154
9456;9456;9456;61
9457;28372;9457;61
9458;26944;9458;61
9459;42568;9459;61
9460;9460;9460;61
9461;28384;9461;61
9462;23956;9462;61
9463;63880;9463;61
9464;45520;9464;92
9465;35944;9465;61
9466;45520;9466;92
9467;345544;9467;105
9468;53944;9468;92
9469;53944;9469;92
9470;182068;9470;154
9471;485512;9471;154
9472;9472;9472;30
9473;28420;9473;61
9474;20248;9474;61
9475;42640;9475;61
9476;9476;9476;123
9477;28432;9477;123
9478;21328;9478;123
9479;129760;9479;198
9480;21688;9480;154
9481;102544;9481;154
9482;21688;9482;154
9483;42676;9483;53
9484;21688;9484;154
9485;28456;9485;154
9486;32020;9486;61
9487;96064;9487;61
9488;9488;9488;79
9489;28468;9489;154
9490;40552;9490;53
9491;42712;9491;53
9492;9492;9492;79
9493;28480;9493;79
9494;21688;9494;154
9495;64096;9495;154
9496;9496;9496;79
9497;32056;9497;53
9498;14248;9498;79
9499;410884;9499;105
9500;250504;9500;167
9501;250504;9501;167
9502;250504;9502;167
9503;144340;9503;154
9504;9504;9504;79
9505;28516;9505;123
9506;14260;9506;53
9507;42784;9507;53
9508;12040;9508;53
9509;28528;9509;53
9510;21400;9510;53
9511;72232;9511;53
9512;9512;9512;79
9513;146500;9513;198
9514;14272;9514;79
9515;42820;9515;53
9516;10708;9516;79
9517;28552;9517;79
9518;32128;9518;79
9519;96388;9519;105
9520;9520;9520;79
9521;28564;9521;35
9522;16072;9522;35
9523;42856;9523;35
9524;9524;9524;79
9525;28576;9525;79
9526;695464;9526;198
9527;695464;9527;198
9528;15280;9528;53
9529;61072;9529;105
9530;15280;9530;53
9531;48256;9531;79
9532;24136;9532;53
9533;28600;9533;53
9534;122200;9534;105
9535;217240;9535;105
9536;9536;9536;30
9537;28612;9537;79
9538;14308;9538;79
9539;42928;9539;79
9540;39364;9540;105
9541;39364;9541;105
9542;39364;9542;105
9543;122308;9543;53
9544;39364;9544;105
9545;48328;9545;79
9546;39364;9546;105
9547;42964;9547;105
9548;39364;9548;105
9549;39364;9549;105
9550;40804;9550;61
9551;96712;9551;61
9552;9552;9552;30
9553;103336;9553;105
9554;275560;9554;105
9555;275560;9555;105
9556;9556;9556;30
9557;28672;9557;30
9558;21508;9558;79
9559;64528;9559;79
9560;9560;9560;123
9561;32272;9561;79
9562;14344;9562;123
9563;1276936;9563;198
9564;16144;9564;123
9565;28696;9565;123
9566;48436;9566;79
9567;145312;9567;79
9568;9568;9568;123
9569;36340;9569;79
9570;14356;9570;74
9571;43072;9571;74
9572;9572;9572;74
9573;28720;9573;74
9574;21544;9574;74
9575;6810136;9575;198
9576;9576;9576;123
9577;72736;9577;154
9578;14368;9578;123
9579;65608;9579;154
9580;18196;9580;35
9581;28744;9581;35
9582;32344;9582;35
9583;560356;9583;136
9584;9584;9584;123
9585;28756;9585;123
9586;16180;9586;74
9587;43144;9587;74
9588;9588;9588;123
9589;28768;9589;123
9590;24280;9590;167
9591;64744;9591;167
9592;12148;9592;74
9593;599056;9593;123
9594;14392;9594;74
9595;48580;9595;74
9596;36448;9596;74
9597;36448;9597;74
9598;138400;9598;167
9599;328048;9599;167
9600;9600;9600;22
9601;28804;9601;167
9602;14404;9602;123
9603;43216;9603;123
9604;17332;9604;167
9605;28816;9605;167
9606;21616;9606;167
9607;64852;9607;123
9608;9608;9608;61
9609;54736;9609;74
9610;14416;9610;61
9611;43252;9611;167
9612;10816;9612;61
9613;28840;9613;61
9614;32452;9614;123
9615;97360;9615;123
9616;9616;9616;61
9617;28852;9617;48
9618;24352;9618;48
9619;43288;9619;48
9620;9620;9620;61
9621;28864;9621;61
9622;21652;9622;48
9623;64960;9623;48
9624;9624;9624;61
9625;32488;9625;48
9626;14440;9626;61
9627;109672;9627;48
9628;61720;9628;74
9629;61720;9629;74
9630;61720;9630;74
9631;395440;9631;159
9632;9632;9632;22
9633;28900;9633;48
9634;14452;9634;123
9635;43360;9635;123
9636;18304;9636;123
9637;28912;9637;123
9638;21688;9638;123
9639;250504;9639;136
9640;9640;9640;22
9641;164752;9641;74
9642;14464;9642;22
9643;43396;9643;167
9644;10852;9644;167
9645;28936;9645;167
9646;32560;9646;167
9647;97684;9647;123
9648;9648;9648;74
9649;28948;9649;61
9650;16288;9650;61
9651;43432;9651;61
9652;9652;9652;74
9653;28960;9653;74
9654;223072;9654;105
9655;223072;9655;105
9656;9656;9656;74
9657;32596;9657;61
9658;14488;9658;74
9659;48904;9659;167
9660;27520;9660;123
9661;28984;9661;123
9662;73384;9662;123
9663;27114424;9663;185
9664;9664;9664;22
9665;28996;9665;74
9666;69712;9666;74
9667;69712;9667;74
9668;9668;9668;22
9669;29008;9669;22
9670;21760;9670;22
9671;65284;9671;74
9672;13120;9672;61
9673;48976;9673;61
9674;14512;9674;61
9675;43540;9675;74
9676;13120;9676;61
9677;29032;9677;61
9678;93040;9678;167
9679;98008;9679;167
9680;9680;9680;22
9681;29044;9681;61
9682;176740;9682;105
9683;176740;9683;105
9684;9684;9684;22
9685;29056;9685;22
9686;44224;9686;167
9687;65392;9687;167
9688;39364;9688;74
9689;39364;9689;74
9690;39364;9690;74
9691;73600;9691;61
9692;39364;9692;74
9693;39364;9693;74
9694;209680;9694;167
9695;209680;9695;167
9696;9696;9696;48
9697;95956;9697;136
9698;14548;9698;22
9699;43648;9699;22
9700;1276936;9700;167
9701;1276936;9701;167
9702;1276936;9702;167
9703;110536;9703;136
9704;9704;9704;48
9705;1702276;9705;180
9706;14560;9706;48
9707;6810136;9707;167
9708;12292;9708;123
9709;29128;9709;123
9710;32776;9710;123
9711;165940;9711;61
9712;9712;9712;48
9713;29140;9713;48
9714;18448;9714;167
9715;43720;9715;167
9716;9716;9716;48
9717;29152;9717;48
9718;41524;9718;123
9719;65608;9719;123
9720;27700;9720;167
9721;36916;9721;167
9722;27700;9722;167
9723;55384;9723;105
9724;83104;9724;167
9725;83104;9725;167
9726;599056;9726;92
9727;747952;9727;92
9728;9728;9728;30
9729;29188;9729;167
9730;14596;9730;48
9731;43792;9731;48
9732;9732;9732;48
9733;29200;9733;48
9734;21904;9734;48
9735;65716;9735;48
9736;9736;9736;136
9737;49300;9737;167
9738;14608;9738;136
9739;43828;9739;48
9740;10960;9740;136
9741;29224;9741;136
9742;32884;9742;48
9743;98656;9743;48
9744;9744;9744;136
9745;29236;9745;136
9746;24676;9746;123
9747;43864;9747;123
9748;9748;9748;136
9749;29248;9749;136
9750;21940;9750;123
9751;65824;9751;123
9752;9752;9752;136
9753;32920;9753;123
9754;14632;9754;136
9755;166696;9755;61
9756;16468;9756;136
9757;29272;9757;136
9758;49408;9758;136
9759;148228;9759;154
9760;9760;9760;43
9761;29284;9761;48
9762;14644;9762;136
9763;43936;9763;136
9764;13912;9764;74
9765;29296;9765;74
9766;21976;9766;74
9767;74176;9767;74
9768;9768;9768;43
9769;281716;9769;105
9770;14656;9770;43
9771;43972;9771;136
9772;10996;9772;48
9773;29320;9773;48
9774;32992;9774;48
9775;634228;9775;154
9776;9776;9776;43
9777;29332;9777;48
9778;20896;9778;48
9779;44008;9779;48
9780;9780;9780;43
9781;29344;9781;43
9782;225988;9782;180
9783;225988;9783;180
9784;9784;9784;136
9785;190996;9785;198
9786;14680;9786;136
9787;190996;9787;198
9788;24784;9788;136
9789;29368;9789;136
9790;74356;9790;74
9791;223072;9791;74
9792;9792;9792;43
9793;29380;9793;167
9794;14692;9794;167
9795;44080;9795;167
9796;9796;9796;136
9797;29392;9797;136
9798;22048;9798;136
9799;66148;9799;48
9800;9800;9800;136
9801;49624;9801;105
9802;14704;9802;136
9803;44116;9803;136
9804;11032;9804;136
9805;29416;9805;136
9806;59668;9806;105
9807;99304;9807;105
9808;9808;9808;43
9809;29428;9809;167
9810;55888;9810;167
9811;55888;9811;167
9812;9812;9812;43
9813;29440;9813;43
9814;22084;9814;136
9815;66256;9815;136
9816;9816;9816;136
9817;33136;9817;136
9818;14728;9818;136
9819;83896;9819;74
9820;16576;9820;136
9821;29464;9821;136
9822;59776;9822;123
9823;149200;9823;123
9824;9824;9824;43
9825;37312;9825;48
9826;14740;9826;136
9827;44224;9827;136
9828;9828;9828;136
9829;29488;9829;136
9830;22120;9830;136
9831;255472;9831;105
9832;9832;9832;43
9833;74680;9833;48
9834;14752;9834;43
9835;53188;9835;167
9836;95956;9836;105
9837;95956;9837;105
9838;95956;9838;105
9839;112084;9839;48
9840;10528;9840;74
9841;29524;9841;43
9842;16612;9842;74
9843;44296;9843;74
9844;10528;9844;74
9845;29536;9845;74
9846;24928;9846;74
9847;66472;9847;74
9848;12472;9848;74
9849;56104;9849;74
9850;14776;9850;74
9851;49876;9851;74
9852;250504;9852;211
9853;250504;9853;211
9854;250504;9854;211
9855;959092;9855;97
9856;9856;9856;30
9857;94768;9857;61
9858;14788;9858;43
9859;44368;9859;43
9860;9860;9860;74
9861;29584;9861;74
9862;22192;9862;74
9863;66580;9863;74
9864;9864;9864;136
9865;84292;9865;97
9866;14800;9866;136
9867;44404;9867;74
9868;11104;9868;136
9869;29608;9869;136
9870;144340;9870;198
9871;144340;9871;198
9872;9872;9872;136
9873;29620;9873;136
9874;25000;9874;136
9875;44440;9875;136
9876;9876;9876;136
9877;29632;9877;136
9878;22228;9878;136
9879;66688;9879;136
9880;9880;9880;136
9881;33352;9881;167
9882;14824;9882;136
9883;126664;9883;167
9884;18772;9884;136
9885;29656;9885;136
9886;50056;9886;136
9887;975400;9887;242
9888;9888;9888;30
9889;29668;9889;123
9890;15856;9890;123
9891;44512;9891;123
9892;42280;9892;123
9893;42280;9893;123
9894;42280;9894;123
9895;84544;9895;123
9896;9896;9896;30
9897;481624;9897;242
9898;14848;9898;30
9899;67768;9899;97
9900;23812;9900;74
9901;29704;9901;74
9902;33424;9902;74
9903;100276;9903;74
9904;9904;9904;136
9905;29716;9905;43
9906;16720;9906;43
9907;44584;9907;43
9908;9908;9908;136
9909;29728;9909;136
9910;37636;9910;74
9911;66904;9911;74
9912;9912;9912;136
9913;33460;9913;48
9914;14872;9914;136
9915;50200;9915;48
9916;25108;9916;48
9917;29752;9917;48
9918;75328;9918;48
9919;225988;9919;149
9920;9920;9920;92
9921;29764;9921;136
9922;80512;9922;74
9923;80512;9923;74
9924;9924;9924;43
9925;29776;9925;43
9926;22336;9926;43
9927;67012;9927;136
9928;9928;9928;43
9929;50272;9929;136
9930;14896;9930;43
9931;44692;9931;118
9932;11176;9932;43
9933;29800;9933;43
9934;190996;9934;167
9935;190996;9935;167
9936;9936;9936;92
9937;29812;9937;74
9938;37744;9938;74
9939;44728;9939;74
9940;9940;9940;92
9941;29824;9941;92
9942;22372;9942;74
9943;67120;9943;74
9944;9944;9944;74
9945;33568;9945;74
9946;14920;9946;74
9947;75544;9947;136
9948;16792;9948;74
9949;29848;9949;74
9950;56680;9950;74
9951;151144;9951;74
9952;9952;9952;92
9953;85048;9953;74
9954;14932;9954;92
9955;44800;9955;92
9956;9956;9956;43
9957;29872;9957;43
9958;22408;9958;43
9959;127636;9959;74
9960;9960;9960;92
9961;107728;9961;74
9962;14944;9962;92
9963;56752;9963;74
9964;45520;9964;105
9965;45520;9965;105
9966;45520;9966;105
9967;255472;9967;74
9968;9968;9968;136
9969;29908;9969;92
9970;345544;9970;118
9971;345544;9971;118
9972;9972;9972;136
9973;29920;9973;136
9974;182068;9974;167
9975;182068;9975;167
9976;18952;9976;136
